game,mechanism,model,rq1_source_dir,rq2_source_dir,rq1_multiplier,rq2_multiplier,rq1_final_group_payoff_per_round,rq2_final_group_payoff_per_round,delta_final_group_payoff_per_round,rq1_final_payoff_per_agent_round,rq2_final_payoff_per_agent_round,delta_final_payoff_per_agent_round,rq1_base_payoff_per_agent_round,rq2_base_payoff_per_agent_round,delta_base_payoff_per_agent_round,rq1_mechanism_adjustment_per_agent_round,rq2_mechanism_adjustment_per_agent_round,delta_mechanism_adjustment_per_agent_round,rq1_resource_adjusted_surplus_per_agent_round,rq2_resource_adjusted_surplus_per_agent_round,delta_resource_adjusted_surplus_per_agent_round,rq1_normalized_net_welfare_pct,rq2_normalized_net_welfare_pct,delta_normalized_net_welfare_pct,rq1_normalized_base_welfare_pct,rq2_normalized_base_welfare_pct,delta_normalized_base_welfare_pct
PD,reputation,Claude-Opus-4-6,RQ1_result/result/prisoners_dilemma/070101_claude-opus-4-6,RQ2_result/prisoners_dilemma_reputation/072803_claude-opus-4-6-three,nan,nan,72.0,72.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
PD,reputation,Kimi-K2.6,RQ1_result/result/prisoners_dilemma/072201_kimi-k2.6,RQ2_result/prisoners_dilemma_reputation/072804_kimi-k2.6-three,nan,nan,24.0,24.933333333333334,0.9333333333333336,1.0,1.0388888888888888,0.03888888888888875,1.0,1.0388888888888888,0.03888888888888875,0.0,0.0,0.0,0.0,0.03888888888888883,0.03888888888888883,0.0,1.944444444444441,1.944444444444441,0.0,1.944444444444441,1.944444444444441
PD,reputation,Grok-4.3,,RQ2_result/prisoners_dilemma_reputation/072805_grok-4.3-three,nan,nan,24.0,24.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD,reputation,DeepSeek-V4-Pro,RQ1_result/result/prisoners_dilemma/091501_deepseek-v4-pro,RQ2_result/prisoners_dilemma_reputation/091601_deepseek-v4-pro,nan,nan,24.099999999999998,59.666666666666664,35.56666666666666,1.0041666666666667,2.486111111111111,1.4819444444444445,1.0041666666666667,2.486111111111111,1.4819444444444445,0.0,0.0,0.0,0.004166666666666652,1.4861111111111114,1.4819444444444447,0.2083333333333326,74.30555555555556,74.09722222222223,0.2083333333333326,74.30555555555556,74.09722222222223
PD,reward,GLM-5.1,RQ1_result/result/prisoners_dilemma/090201_glm-5.1,RQ2_result/prisoners_dilemma_reward/082606_glm-5.1-three,nan,nan,24.0,29.666666666666668,5.666666666666668,1.0,1.236111111111111,0.23611111111111094,1.0,1.236111111111111,0.23611111111111094,0.0,0.0,0.0,0.0,0.23611111111111108,0.23611111111111108,0.0,11.805555555555555,11.805555555555555,0.0,11.805555555555555,11.805555555555555
PD,reward,GPT-5.4,RQ1_result/result/prisoners_dilemma/082004_gpt-5.4,RQ2_result/prisoners_dilemma_reward/082603_gpt-5.4-three,nan,nan,24.0,24.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD,reward,Gemini-3.1-Pro-Preview,RQ1_result/result/prisoners_dilemma/082003_gemini-3.1-pro-preview,RQ2_result/prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three,nan,nan,26.3,68.73333333333333,42.43333333333334,1.0958333333333334,2.863888888888889,1.7680555555555555,1.0958333333333334,2.863888888888889,1.7680555555555555,0.0,0.0,0.0,0.09583333333333337,1.863888888888889,1.7680555555555555,4.791666666666669,93.19444444444444,88.40277777777777,4.791666666666669,93.19444444444444,88.40277777777777
PD,reward,Claude-Opus-4-6,RQ1_result/result/prisoners_dilemma/070101_claude-opus-4-6,RQ2_result/prisoners_dilemma_reward/082604_claude-opus-4-6-three,nan,nan,72.0,72.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
PD,reward,Kimi-K2.6,RQ1_result/result/prisoners_dilemma/072201_kimi-k2.6,RQ2_result/prisoners_dilemma_reward/082605_kimi-k2.6-three,nan,nan,24.0,63.36666666666667,39.36666666666667,1.0,2.640277777777778,1.640277777777778,1.0,2.640277777777778,1.640277777777778,0.0,0.0,0.0,0.0,1.6402777777777777,1.6402777777777777,0.0,82.0138888888889,82.0138888888889,0.0,82.0138888888889,82.0138888888889
PD,reward,Grok-4.3,,RQ2_result/prisoners_dilemma_reward/082801_grok-4.3-three,nan,nan,24.0,26.633333333333336,2.6333333333333364,1.0,1.1097222222222223,0.10972222222222228,1.0,1.1097222222222223,0.10972222222222228,0.0,0.0,0.0,0.0,0.10972222222222228,0.10972222222222228,0.0,5.486111111111114,5.486111111111114,0.0,5.486111111111114,5.486111111111114
PD,reward,DeepSeek-V4-Pro,RQ1_result/result/prisoners_dilemma/091501_deepseek-v4-pro,RQ2_result/prisoners_dilemma_reward/091501_deepseek-v4-pro,nan,nan,24.099999999999998,61.63333333333333,37.53333333333333,1.0041666666666667,2.568055555555556,1.5638888888888893,1.0041666666666667,2.568055555555556,1.5638888888888893,0.0,0.0,0.0,0.004166666666666652,1.5680555555555558,1.563888888888889,0.2083333333333326,78.40277777777779,78.19444444444446,0.2083333333333326,78.40277777777779,78.19444444444446
PGG,punishment,GLM-5.1,RQ1_result/result/public_goods/result_090801_glm-5.1,RQ2_result/public_goods_punishment/result_072003_glm-5.1-three,9.6,9.6,480.0,4344.696666666667,3864.6966666666667,20.0,181.0290277777778,161.0290277777778,20.0,188.91236111111112,168.91236111111112,0.0,-7.883333333333326,-7.883333333333326,0.0,161.0290277777778,161.0290277777778,0.0,93.62152777777777,93.62152777777777,0.0,98.20486111111111,98.20486111111111
PGG,punishment,GPT-5.4,RQ1_result/result/public_goods/result_070108_gpt-5.4,RQ2_result/public_goods_punishment/result_070301_gpt-5.4-three,9.6,9.6,480.0,480.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGG,punishment,Gemini-3.1-Pro-Preview,RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview,RQ2_result/public_goods_punishment/result_gemini-3.1-pro-preview-three,9.6,9.6,480.0,4598.933333333333,4118.933333333333,20.0,191.62222222222223,171.62222222222223,20.0,191.92037037037036,171.92037037037036,0.0,-0.2981481481481422,-0.2981481481481422,0.0,171.62222222222223,171.62222222222223,0.0,99.78036175710594,99.78036175710594,0.0,99.9537037037037,99.9537037037037
PGG,punishment,Claude-Opus-4-6,RQ1_result/result/public_goods/result_082001_claude-opus-4-6,RQ2_result/public_goods_punishment/result_071905_claude-opus-4-6-three,9.6,9.6,480.0,3576.0,3096.0,20.0,149.0,129.0,20.0,149.0,129.0,0.0,0.0,0.0,0.0,129.0,129.0,0.0,75.0,75.0,0.0,75.0,75.0
PGG,punishment,Kimi-K2.6,RQ1_result/result/public_goods/result_072301_kimi-k2.6,RQ2_result/public_goods_punishment/result_072001_kimi-k2.6-three,9.6,9.6,480.0,485.73333333333335,5.7333333333333485,20.0,20.23888888888889,0.2388888888888907,20.0,20.23888888888889,0.2388888888888907,0.0,0.0,0.0,0.0,0.23888888888888835,0.23888888888888835,0.0,0.1388888888888889,0.1388888888888889,0.0,0.1388888888888889,0.1388888888888889
PGG,punishment,Grok-4.3,RQ1_result/result/public_goods/result_072202_grok-4.3,RQ2_result/public_goods_punishment/result_081601_grok-4.3-three,9.6,9.6,480.0,-3958.9333333333334,-4438.933333333333,20.0,-164.95555555555558,-184.95555555555558,20.0,62.40277777777777,42.40277777777777,0.0,-227.35833333333332,-227.35833333333332,0.0,-184.95555555555558,-184.95555555555558,0.0,-107.53229974160207,-107.53229974160207,0.0,24.65277777777778,24.65277777777778
PGG,punishment,DeepSeek-V4-Pro,RQ1_result/result/public_goods/result_063004_deepseek-v4-pro,RQ2_result/public_goods_punishment/result_091601_deepseek-v4-pro,9.6,9.6,480.0,415.28888888888895,-64.71111111111105,20.0,17.303703703703704,-2.696296296296296,20.0,21.990740740740744,1.990740740740744,0.0,-4.687037037037038,-4.687037037037038,0.0,-2.6962962962962966,-2.6962962962962966,0.0,-1.5676141257536607,-1.5676141257536607,0.0,1.1574074074074074,1.1574074074074074
PGG,reputation,GLM-5.1,RQ1_result/result/public_goods/result_090801_glm-5.1,RQ2_result/public_goods_reputation/result_080601_glm-5.1-three-new,9.6,9.6,480.0,566.6711111111111,86.67111111111114,20.0,23.611296296296292,3.611296296296292,20.0,23.55944444444444,3.5594444444444413,0.0,0.051851851851852065,0.051851851851852065,0.0,3.6112962962962953,3.6112962962962953,0.0,2.0995908699397066,2.0995908699397066,0.0,2.069444444444444,2.069444444444444
PGG,reputation,GPT-5.4,RQ1_result/result/public_goods/result_070108_gpt-5.4,RQ2_result/public_goods_reputation/result_080602_gpt-5.4-three-new,9.6,9.6,480.0,4534.0,4054.0,20.0,188.91666666666666,168.91666666666666,20.0,186.98333333333335,166.98333333333335,0.0,1.933333333333331,1.933333333333331,0.0,168.91666666666666,168.91666666666666,0.0,98.20736434108528,98.20736434108528,0.0,97.08333333333333,97.08333333333333
PGG,reputation,Gemini-3.1-Pro-Preview,RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview,RQ2_result/public_goods_reputation/result_080603_gemini-3.1-pro-preview-three-new,9.6,9.6,480.0,4643.333333333333,4163.333333333333,20.0,193.4722222222222,173.4722222222222,20.0,191.7611111111111,171.7611111111111,0.0,1.711111111111096,1.711111111111096,0.0,173.4722222222222,173.4722222222222,0.0,100.8559431524548,100.8559431524548,0.0,99.8611111111111,99.8611111111111
PGG,reputation,Claude-Opus-4-6,RQ1_result/result/public_goods/result_082001_claude-opus-4-6,RQ2_result/public_goods_reputation/result_claude-opus-4-6-three,9.6,9.6,480.0,2592.0,2112.0,20.0,108.0,88.0,20.0,106.0,86.0,0.0,2.0,2.0,0.0,88.0,88.0,0.0,51.16279069767442,51.16279069767442,0.0,50.0,50.0
PGG,reputation,Kimi-K2.6,RQ1_result/result/public_goods/result_072301_kimi-k2.6,RQ2_result/public_goods_reputation/result_080604_kimi-k2.6-three-new,9.6,9.6,480.0,512.0333333333333,32.0333333333333,20.0,21.334722222222222,1.3347222222222221,20.0,21.333796296296295,1.3337962962962955,0.0,0.0009259259259258734,0.0009259259259258734,0.0,1.334722222222221,1.334722222222221,0.0,0.776001291989664,0.776001291989664,0.0,0.7754629629629631,0.7754629629629631
PGG,reputation,Grok-4.3,RQ1_result/result/public_goods/result_072202_grok-4.3,RQ2_result/public_goods_reputation/result_072102_grok-4.3-three,9.6,9.6,480.0,480.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGG,reputation,DeepSeek-V4-Pro,RQ1_result/result/public_goods/result_063004_deepseek-v4-pro,RQ2_result/public_goods_reputation/result_091601_deepseek-v4-pro,9.6,9.6,480.0,3115.5755555555556,2635.5755555555556,20.0,129.81564814814814,109.81564814814814,20.0,127.87027777777779,107.87027777777779,0.0,1.9453703703703695,1.9453703703703695,0.0,109.81564814814816,109.81564814814816,0.0,63.84630706287684,63.84630706287684,0.0,62.71527777777778,62.71527777777778
PGG,reward,GLM-5.1,RQ1_result/result/public_goods/result_090801_glm-5.1,RQ2_result/public_goods_reward/result_070504_glm-5.1-three,9.6,9.6,480.0,1004.4933333333333,524.4933333333333,20.0,41.85388888888889,21.85388888888889,20.0,37.25574074074075,17.255740740740748,0.0,4.598148148148147,4.598148148148147,0.0,21.85388888888889,21.85388888888889,0.0,12.70574935400517,12.70574935400517,0.0,10.032407407407408,10.032407407407408
PGG,reward,GPT-5.4,RQ1_result/result/public_goods/result_070108_gpt-5.4,RQ2_result/public_goods_reward/result_081601_gpt-5.4-three,9.6,9.6,480.0,575.6666666666666,95.66666666666663,20.0,23.986111111111114,3.9861111111111143,20.0,23.98148148148148,3.981481481481481,0.0,0.004629629629630156,0.004629629629630156,0.0,3.986111111111112,3.986111111111112,0.0,2.3175064599483206,2.3175064599483206,0.0,2.314814814814815,2.314814814814815
PGG,reward,Gemini-3.1-Pro-Preview,RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview,RQ2_result/public_goods_reward/result_072302_gemini-3.1-pro-preview-three,9.6,9.6,480.0,629.9333333333333,149.93333333333328,20.0,26.24722222222222,6.24722222222222,20.0,26.131481481481483,6.131481481481483,0.0,0.11574074074073969,0.11574074074073969,0.0,6.247222222222221,6.247222222222221,0.0,3.6321059431524545,3.6321059431524545,0.0,3.564814814814815,3.564814814814815
PGG,reward,Claude-Opus-4-6,RQ1_result/result/public_goods/result_082001_claude-opus-4-6,RQ2_result/public_goods_reward/result_070703_claude-opus-4-6-three,9.6,9.6,480.0,1224.34,744.3399999999999,20.0,51.014166666666675,31.014166666666675,20.0,43.65398148148148,23.65398148148148,0.0,7.360185185185185,7.360185185185185,0.0,31.014166666666668,31.014166666666668,0.0,18.03149224806202,18.03149224806202,0.0,13.752314814814815,13.752314814814815
PGG,reward,Kimi-K2.6,RQ1_result/result/public_goods/result_072301_kimi-k2.6,RQ2_result/public_goods_reward/result_072201_kimi-k2.6-three,9.6,9.6,480.0,500.3644444444444,20.364444444444416,20.0,20.848518518518517,0.8485185185185173,20.0,20.708703703703705,0.708703703703705,0.0,0.13981481481481398,0.13981481481481398,0.0,0.8485185185185173,0.8485185185185173,0.0,0.4933247200689063,0.4933247200689063,0.0,0.41203703703703715,0.41203703703703715
PGG,reward,Grok-4.3,RQ1_result/result/public_goods/result_072202_grok-4.3,RQ2_result/public_goods_reward/result_072204_grok-4.3-three,9.6,9.6,480.0,480.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGG,reward,DeepSeek-V4-Pro,RQ1_result/result/public_goods/result_063004_deepseek-v4-pro,RQ2_result/public_goods_reward/result_091601_deepseek-v4-pro,9.6,9.6,480.0,3433.331111111111,2953.331111111111,20.0,143.05546296296296,123.05546296296296,20.0,126.35731481481481,106.35731481481481,0.0,16.698148148148157,16.698148148148157,0.0,123.05546296296296,123.05546296296296,0.0,71.54387381567615,71.54387381567615,0.0,61.83564814814815,61.83564814814815
TG,punishment,GLM-5.1,RQ1_result/result/trust_game/082904_glm-5.1_final,RQ2_result/trust_game_punishment/080501-glm-5.1-three,3.0,3.0,192.5111111111111,235.6,43.0888888888889,8.021296296296297,9.816666666666668,1.795370370370371,8.021296296296297,11.419444444444443,3.3981481481481453,0.0,-1.6027777777777767,-1.6027777777777767,3.021296296296296,4.816666666666666,1.7953703703703705,30.212962962962962,48.166666666666664,17.953703703703702,30.212962962962962,64.19444444444444,33.98148148148148
TG,punishment,GPT-5.4,RQ1_result/result/trust_game/083001_gpt-5.4,RQ2_result/trust_game_punishment/072903_gpt-5.4-three,3.0,3.0,145.44444444444446,296.81111111111113,151.36666666666667,6.060185185185186,12.36712962962963,6.3069444444444445,6.060185185185186,12.860185185185186,6.8,0.0,-0.4930555555555555,-0.4930555555555555,1.0601851851851851,7.36712962962963,6.3069444444444445,10.601851851851853,73.6712962962963,63.06944444444445,10.601851851851853,78.60185185185185,68.0
TG,punishment,Gemini-3.1-Pro-Preview,RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview,RQ2_result/trust_game_punishment/072905_gemini-3.1-pro-preview-three,3.0,3.0,266.55555555555554,359.9666666666667,93.41111111111115,11.106481481481481,14.99861111111111,3.892129629629629,11.106481481481481,15.0,3.893518518518519,0.0,-0.0013888888888892047,-0.0013888888888892047,6.106481481481481,9.998611111111112,3.892129629629631,61.06481481481482,99.9861111111111,38.92129629629628,61.06481481481482,100.0,38.93518518518518
TG,punishment,Claude-Opus-4-6,RQ1_result/result/trust_game/083102_claude-opus-4-6,RQ2_result/trust_game_punishment/072906_claude-opus-4-6-three,3.0,3.0,197.4888888888889,329.23333333333335,131.74444444444444,8.228703703703703,13.718055555555557,5.489351851851854,8.228703703703703,14.958333333333334,6.729629629629631,0.0,-1.2402777777777778,-1.2402777777777778,3.228703703703703,8.718055555555557,5.489351851851854,32.28703703703704,87.18055555555556,54.89351851851852,32.28703703703704,99.58333333333333,67.29629629629629
TG,punishment,Kimi-K2.6,RQ1_result/result/trust_game/072201_kimi-k2.6,RQ2_result/trust_game_punishment/072902_kimi-k2.6-three,3.0,3.0,176.2888888888889,307.34444444444443,131.05555555555554,7.345370370370371,12.806018518518519,5.460648148148148,7.345370370370371,13.035185185185185,5.689814814814814,0.0,-0.22916666666666666,-0.22916666666666666,2.3453703703703703,7.806018518518518,5.460648148148147,23.453703703703706,78.06018518518519,54.60648148148148,23.453703703703706,80.35185185185185,56.89814814814814
TG,punishment,Grok-4.3,RQ1_result/result/trust_game/072601_grok-4.3,RQ2_result/trust_game_punishment/072904_grok-4.3-three,3.0,3.0,137.7777777777778,298.8777777777778,161.1,5.7407407407407405,12.45324074074074,6.7125,5.7407407407407405,14.157407407407407,8.416666666666666,0.0,-1.7041666666666666,-1.7041666666666666,0.7407407407407408,7.45324074074074,6.7124999999999995,7.407407407407407,74.5324074074074,67.125,7.407407407407407,91.57407407407408,84.16666666666667
TG,punishment,DeepSeek-V4-Pro,RQ1_result/result/trust_game/091601_deepseek-v4-pro,RQ2_result/trust_game_punishment/091601_deespeek-v4-pro,3.0,3.0,217.24444444444444,310.40000000000003,93.1555555555556,9.051851851851852,12.933333333333332,3.8814814814814795,9.051851851851852,13.644444444444446,4.5925925925925934,0.0,-0.7111111111111109,-0.7111111111111109,4.051851851851851,7.933333333333334,3.881481481481482,40.51851851851851,79.33333333333333,38.81481481481482,40.51851851851851,86.44444444444444,45.92592592592593
TG,reputation,GLM-5.1,RQ1_result/result/trust_game/082904_glm-5.1_final,RQ2_result/trust_game_reputation/090101_glm-5.1,3.0,3.0,192.5111111111111,345.75555555555553,153.24444444444444,8.021296296296297,14.40648148148148,6.385185185185183,8.021296296296297,14.40648148148148,6.385185185185183,0.0,0.0,0.0,3.021296296296296,9.406481481481482,6.385185185185186,30.212962962962962,94.06481481481482,63.85185185185186,30.212962962962962,94.06481481481482,63.85185185185186
TG,reputation,GPT-5.4,RQ1_result/result/trust_game/083001_gpt-5.4,RQ2_result/trust_game_reputation/090102_gpt-5.4,3.0,3.0,145.44444444444446,328.6888888888889,183.24444444444447,6.060185185185186,13.69537037037037,7.6351851851851835,6.060185185185186,13.69537037037037,7.6351851851851835,0.0,0.0,0.0,1.0601851851851851,8.69537037037037,7.635185185185184,10.601851851851853,86.9537037037037,76.35185185185185,10.601851851851853,86.9537037037037,76.35185185185185
TG,reputation,Gemini-3.1-Pro-Preview,RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview,RQ2_result/trust_game_reputation/090204_gemini-3.1-pro-preview,3.0,3.0,266.55555555555554,347.77777777777777,81.22222222222223,11.106481481481481,14.49074074074074,3.3842592592592595,11.106481481481481,14.49074074074074,3.3842592592592595,0.0,0.0,0.0,6.106481481481481,9.49074074074074,3.3842592592592595,61.06481481481482,94.9074074074074,33.84259259259259,61.06481481481482,94.9074074074074,33.84259259259259
TG,reputation,Claude-Opus-4-6,RQ1_result/result/trust_game/083102_claude-opus-4-6,RQ2_result/trust_game_reputation/090201_claude-opus-4-6,3.0,3.0,197.4888888888889,341.15555555555557,143.66666666666666,8.228703703703703,14.214814814814815,5.9861111111111125,8.228703703703703,14.214814814814815,5.9861111111111125,0.0,0.0,0.0,3.228703703703703,9.214814814814815,5.9861111111111125,32.28703703703704,92.14814814814815,59.861111111111114,32.28703703703704,92.14814814814815,59.861111111111114
TG,reputation,Kimi-K2.6,RQ1_result/result/trust_game/072201_kimi-k2.6,RQ2_result/trust_game_reputation/090203_kimi-k2.6,3.0,3.0,176.2888888888889,339.5111111111111,163.22222222222223,7.345370370370371,14.146296296296297,6.8009259259259265,7.345370370370371,14.146296296296297,6.8009259259259265,0.0,0.0,0.0,2.3453703703703703,9.146296296296297,6.800925925925927,23.453703703703706,91.46296296296298,68.00925925925927,23.453703703703706,91.46296296296298,68.00925925925927
TG,reputation,Grok-4.3,RQ1_result/result/trust_game/072601_grok-4.3,RQ2_result/trust_game_reputation/090202_grok-4.3,3.0,3.0,137.7777777777778,284.88888888888886,147.11111111111106,5.7407407407407405,11.870370370370372,6.1296296296296315,5.7407407407407405,11.870370370370372,6.1296296296296315,0.0,0.0,0.0,0.7407407407407408,6.87037037037037,6.12962962962963,7.407407407407407,68.7037037037037,61.29629629629629,7.407407407407407,68.7037037037037,61.29629629629629
TG,reputation,DeepSeek-V4-Pro,RQ1_result/result/trust_game/091601_deepseek-v4-pro,RQ2_result/trust_game_reputation/091701_deepseek-v4-pro,3.0,3.0,217.24444444444444,339.3777777777778,122.13333333333335,9.051851851851852,14.140740740740739,5.088888888888887,9.051851851851852,14.140740740740739,5.088888888888887,0.0,0.0,0.0,4.051851851851851,9.14074074074074,5.0888888888888895,40.51851851851851,91.4074074074074,50.88888888888889,40.51851851851851,91.4074074074074,50.88888888888889
TG,reward,GLM-5.1,RQ1_result/result/trust_game/082904_glm-5.1_final,RQ2_result/trust_game_reward/082803_glm-5.1-three,3.0,3.0,192.5111111111111,301.3333333333333,108.82222222222222,8.021296296296297,12.555555555555557,4.53425925925926,8.021296296296297,10.210185185185184,2.1888888888888864,0.0,2.3453703703703703,2.3453703703703703,3.021296296296296,5.888888888888889,2.8675925925925934,30.212962962962962,88.33333333333333,58.12037037037037,30.212962962962962,53.15277777777778,22.939814814814817
TG,reward,GPT-5.4,RQ1_result/result/trust_game/083001_gpt-5.4,RQ2_result/trust_game_reward/082806_gpt-5.4-three,3.0,3.0,145.44444444444446,206.3111111111111,60.866666666666646,6.060185185185186,8.596296296296297,2.5361111111111105,6.060185185185186,7.938888888888889,1.878703703703703,0.0,0.6574074074074071,0.6574074074074071,1.0601851851851851,1.9296296296296296,0.8694444444444445,10.601851851851853,28.944444444444443,18.342592592592588,10.601851851851853,19.083333333333332,8.48148148148148
