rq,game,mechanism,model,source_dir,source_status,source_note,log_files,target_primary_mean_pct,target_primary_sd_pct,calculated_primary_mean_pct,calculated_primary_sd_pct,target_receiver_mean_pct,target_receiver_sd_pct,calculated_receiver_mean_pct,calculated_receiver_sd_pct,audit_status,n_runs,primary_cooperation_pct_mean,primary_cooperation_pct_sd,receiver_cooperation_pct_mean,receiver_cooperation_pct_sd,n_agents_mean,n_agents_sd,n_rounds_mean,n_rounds_sd,multiplier_mean,multiplier_sd,final_group_payoff_per_round_mean,final_group_payoff_per_round_sd,final_payoff_per_agent_round_mean,final_payoff_per_agent_round_sd,base_payoff_per_agent_round_mean,base_payoff_per_agent_round_sd,mechanism_adjustment_per_agent_round_mean,mechanism_adjustment_per_agent_round_sd,resource_adjusted_surplus_per_agent_round_mean,resource_adjusted_surplus_per_agent_round_sd,normalized_net_welfare_pct_mean,normalized_net_welfare_pct_sd,normalized_base_welfare_pct_mean,normalized_base_welfare_pct_sd
RQ1,PGG,none,Llama-3-8B,RQ1_old_result/result_public_goods_group/llama3-8b-three,raw_logs,,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json;RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json;RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,60.18,3.66,60.18055555555555,3.661955095772858,,,nan,nan,match,3.0,60.18055555555555,3.661955095772858,nan,nan,24.0,0.0,30.0,0.0,1.2,0.0,537.7733333333334,3.5154768919418484,22.40722222222222,0.14647820383091098,22.40722222222222,0.1464782038309129,1.578983857244667e-15,2.734880265078846e-15,2.4072222222222237,0.14647820383091098,60.18055555555558,3.6619550957728113,60.18055555555555,3.661955095772848
RQ1,PGG,none,Llama-3-70B,RQ1_old_result/result_public_goods_group/llama3-70b-three,raw_logs,,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs1.json;RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json;RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,47.39,0.54,47.388888888888886,0.5412658773652742,,,nan,nan,match,3.0,47.388888888888886,0.5412658773652742,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,2436.213333333333,22.343455417638676,101.50888888888888,0.9309773090682781,101.50888888888888,0.9309773090682781,0.0,0.0,81.50888888888888,0.9309773090682781,47.38888888888889,0.5412658773652742,47.38888888888889,0.5412658773652701
RQ1,PGG,none,Qwen2.5-7B-Instruct,RQ1_old_result/result_public_goods_group/qwen2.5-7b-instruct-three,raw_logs,,RQ1_old_result/result_public_goods_group/qwen2.5-7b-instruct-three/game_logs1.json;RQ1_old_result/result_public_goods_group/qwen2.5-7b-instruct-three/game_logs2.json;RQ1_old_result/result_public_goods_group/qwen2.5-7b-instruct-three/game_logs3.json,3.75,2.97,3.7453703703703702,2.9704152520392366,,,nan,nan,match,3.0,3.7453703703703702,2.9704152520392366,nan,nan,24.0,0.0,30.0,0.0,1.2,0.0,483.59555555555556,2.8515986419576542,20.149814814814814,0.11881661008156866,20.149814814814814,0.1188166100815706,-7.894919286223335e-16,1.367440132539423e-15,0.14981481481481396,0.11881661008156866,3.7453703703703645,2.9704152520392237,3.7453703703703707,2.970415252039239
RQ1,PGG,none,GLM-5.1,RQ1_result/result/public_goods/result_090801_glm-5.1,raw_logs,,RQ1_result/result/public_goods/result_090801_glm-5.1/game_logs1.json;RQ1_result/result/public_goods/result_090801_glm-5.1/game_logs2.json;RQ1_result/result/public_goods/result_090801_glm-5.1/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,GPT-5.4,RQ1_result/result/public_goods/result_070108_gpt-5.4,raw_logs,,RQ1_result/result/public_goods/result_070108_gpt-5.4/game_logs1.json;RQ1_result/result/public_goods/result_070108_gpt-5.4/game_logs2.json;RQ1_result/result/public_goods/result_070108_gpt-5.4/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,Gemini-3.1-Pro-Preview,RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview,raw_logs,,RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview/game_logs1.json;RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview/game_logs2.json;RQ1_result/result/public_goods/result_082001_gemini-3.1-pro-preview/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,Claude-Opus-4-6,RQ1_result/result/public_goods/result_082001_claude-opus-4-6,raw_logs,,RQ1_result/result/public_goods/result_082001_claude-opus-4-6/game_logs1.json;RQ1_result/result/public_goods/result_082001_claude-opus-4-6/game_logs2.json;RQ1_result/result/public_goods/result_082001_claude-opus-4-6/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,Kimi-K2.6,RQ1_result/result/public_goods/result_072301_kimi-k2.6,raw_logs,,RQ1_result/result/public_goods/result_072301_kimi-k2.6/game_logs1.json;RQ1_result/result/public_goods/result_072301_kimi-k2.6/game_logs2.json;RQ1_result/result/public_goods/result_072301_kimi-k2.6/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,Grok-4.3,RQ1_result/result/public_goods/result_072202_grok-4.3,raw_logs,,RQ1_result/result/public_goods/result_072202_grok-4.3/game_logs1.json;RQ1_result/result/public_goods/result_072202_grok-4.3/game_logs2.json;RQ1_result/result/public_goods/result_072202_grok-4.3/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,PGG,none,DeepSeek-V4-Pro,RQ1_result/result/public_goods/result_063004_deepseek-v4-pro,raw_logs,,RQ1_result/result/public_goods/result_063004_deepseek-v4-pro/game_logs1.json;RQ1_result/result/public_goods/result_063004_deepseek-v4-pro/game_logs2.json;RQ1_result/result/public_goods/result_063004_deepseek-v4-pro/game_logs3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,30.0,0.0,9.6,0.0,480.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ1,TG,none,Llama-3-8B,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b,raw_logs,,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json;RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log2.json;RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log3.json,55.65,0.34,55.64814814814815,0.34284275151062144,57.99,2.32,57.990348814422894,2.3229143895892075,match,3.0,55.64814814814815,0.34284275151062144,57.990348814422894,2.3229143895892075,24.0,0.0,30.0,0.0,3.0,0.0,253.55555555555557,0.8228226036254908,10.564814814814815,0.034284275151062193,10.564814814814815,0.034284275151062193,0.0,0.0,5.564814814814814,0.034284275151062193,55.64814814814815,0.34284275151062144,55.64814814814815,0.34284275151062144
RQ1,TG,none,Llama-3-70B,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b,raw_logs,,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json;RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json;RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,54.32,0.62,54.324074074074076,0.619471432728805,36.51,0.47,36.50751434680299,0.47364577307783295,match,3.0,54.324074074074076,0.619471432728805,36.50751434680299,0.47364577307783295,24.0,0.0,30.0,0.0,3.0,0.0,250.37777777777777,1.4867314385491224,10.432407407407409,0.06194714327288077,10.432407407407409,0.06194714327288077,0.0,0.0,5.432407407407408,0.06194714327288077,54.324074074074076,0.6194714327288037,54.324074074074076,0.6194714327288037
RQ1,TG,none,Qwen2.5-7B-Instruct,RQ1_old_result/result_trust_game_population/020601_30lun_3ci_Qwen2.5-7B-Instruct,raw_logs,,RQ1_old_result/result_trust_game_population/020601_30lun_3ci_Qwen2.5-7B-Instruct/data/game_log1.json;RQ1_old_result/result_trust_game_population/020601_30lun_3ci_Qwen2.5-7B-Instruct/data/game_log2.json;RQ1_old_result/result_trust_game_population/020601_30lun_3ci_Qwen2.5-7B-Instruct/data/game_log3.json,46.19,1.69,46.18518518518518,1.6860752635154475,37.5,2.97,37.499632569077015,2.9696391930875596,match,3.0,46.18518518518518,1.6860752635154475,37.499632569077015,2.9696391930875596,24.0,0.0,30.0,0.0,3.0,0.0,230.84444444444443,4.046580632437078,9.618518518518519,0.16860752635154486,9.618518518518519,0.16860752635154486,0.0,0.0,4.618518518518518,0.168607526351545,46.18518518518519,1.6860752635154463,46.18518518518519,1.6860752635154463
RQ1,TG,none,GLM-5.1,RQ1_result/result/trust_game/082904_glm-5.1_final,raw_logs,,RQ1_result/result/trust_game/082904_glm-5.1_final/data/game_log1.json;RQ1_result/result/trust_game/082904_glm-5.1_final/data/game_log2.json;RQ1_result/result/trust_game/082904_glm-5.1_final/data/game_log3.json,30.21,0.97,30.212962962962962,0.9743363257726599,9.85,0.57,9.848183794590256,0.5718720380929486,match,3.0,30.212962962962962,0.9743363257726599,9.848183794590256,0.5718720380929486,24.0,0.0,30.0,0.0,3.0,0.0,192.5111111111111,2.338407181854376,8.021296296296297,0.09743363257726552,8.021296296296297,0.09743363257726552,0.0,0.0,3.021296296296296,0.09743363257726598,30.212962962962962,0.9743363257726579,30.212962962962962,0.9743363257726579
RQ1,TG,none,GPT-5.4,RQ1_result/result/trust_game/083001_gpt-5.4,raw_logs,,RQ1_result/result/trust_game/083001_gpt-5.4/data/game_log1.json;RQ1_result/result/trust_game/083001_gpt-5.4/data/game_log2.json;RQ1_result/result/trust_game/083001_gpt-5.4/data/game_log3.json,10.6,0.25,10.601851851851853,0.2505138751568283,0.0,0.0,0.0,0.0,match,3.0,10.601851851851853,0.2505138751568283,0.0,0.0,24.0,0.0,30.0,0.0,3.0,0.0,145.44444444444446,0.6012333003763801,6.060185185185186,0.025051387515682658,6.060185185185186,0.025051387515682658,0.0,0.0,1.0601851851851851,0.025051387515682658,10.601851851851853,0.25051387515682744,10.601851851851853,0.25051387515682744
RQ1,TG,none,Gemini-3.1-Pro-Preview,RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview,raw_logs,,RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview/data/game_log1.json;RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview/data/game_log2.json;RQ1_result/result/trust_game/091601_gemini-3.1-pro-preview/data/game_log3.json,61.06,2.09,61.06481481481482,2.0894970548882883,40.82,1.78,40.81744997351569,1.7799565976854737,match,3.0,61.06481481481482,2.0894970548882883,40.81744997351569,1.7799565976854737,24.0,0.0,30.0,0.0,3.0,0.0,266.55555555555554,5.014792931731887,11.106481481481481,0.20894970548882866,11.106481481481481,0.20894970548882866,0.0,0.0,6.106481481481481,0.20894970548882888,61.06481481481482,2.0894970548882883,61.06481481481482,2.0894970548882883
RQ1,TG,none,Claude-Opus-4-6,RQ1_result/result/trust_game/083102_claude-opus-4-6,raw_logs,,RQ1_result/result/trust_game/083102_claude-opus-4-6/data/game_log1.json;RQ1_result/result/trust_game/083102_claude-opus-4-6/data/game_log2.json;RQ1_result/result/trust_game/083102_claude-opus-4-6/data/game_log3.json,32.29,2.29,32.28703703703704,2.294372700878168,31.92,0.49,31.92368712701916,0.48727986875943086,match,3.0,32.28703703703704,2.294372700878168,31.92368712701916,0.48727986875943086,24.0,0.0,30.0,0.0,3.0,0.0,197.4888888888889,5.506494482107591,8.228703703703703,0.2294372700878164,8.228703703703703,0.2294372700878164,0.0,0.0,3.228703703703703,0.22943727008781667,32.28703703703704,2.2943727008781702,32.28703703703704,2.2943727008781702
RQ1,TG,none,Kimi-K2.6,RQ1_result/result/trust_game/072201_kimi-k2.6,raw_logs,,RQ1_result/result/trust_game/072201_kimi-k2.6/data/game_log1.json;RQ1_result/result/trust_game/072201_kimi-k2.6/data/game_log2.json;RQ1_result/result/trust_game/072201_kimi-k2.6/data/game_log3.json,23.45,0.91,23.453703703703706,0.9096250301488248,20.69,1.47,20.691221244093338,1.4698988542168867,match,3.0,23.453703703703706,0.9096250301488248,20.691221244093338,1.4698988542168867,24.0,0.0,30.0,0.0,3.0,0.0,176.2888888888889,2.1831000723571745,7.345370370370371,0.09096250301488244,7.345370370370371,0.09096250301488244,0.0,0.0,2.3453703703703703,0.09096250301488262,23.453703703703706,0.9096250301488248,23.453703703703706,0.9096250301488248
RQ1,TG,none,Grok-4.3,RQ1_result/result/trust_game/072601_grok-4.3,raw_logs,,RQ1_result/result/trust_game/072601_grok-4.3/data/game_log1.json;RQ1_result/result/trust_game/072601_grok-4.3/data/game_log2.json;RQ1_result/result/trust_game/072601_grok-4.3/data/game_log3.json,7.41,0.88,7.407407407407407,0.8820629112619282,0.74,0.83,0.7380189686577476,0.8317836974921458,match,3.0,7.407407407407407,0.8820629112619282,0.7380189686577476,0.8317836974921458,24.0,0.0,30.0,0.0,3.0,0.0,137.7777777777778,2.1169509870286225,5.7407407407407405,0.08820629112619277,5.7407407407407405,0.08820629112619277,0.0,0.0,0.7407407407407408,0.08820629112619283,7.407407407407407,0.8820629112619282,7.407407407407407,0.8820629112619282
RQ1,TG,none,DeepSeek-V4-Pro,RQ1_result/result/trust_game/091601_deepseek-v4-pro,raw_logs,,RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log1.json;RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log2.json;RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log3.json,40.52,2.05,40.51851851851852,2.050544442407451,1.74,1.19,1.7367889217614392,1.1947554002983853,match,3.0,40.51851851851852,2.050544442407451,1.7367889217614392,1.1947554002983853,24.0,0.0,30.0,0.0,3.0,0.0,217.24444444444444,4.921306661777865,9.051851851851852,0.20505444424074432,9.051851851851852,0.20505444424074432,0.0,0.0,4.051851851851851,0.2050544442407446,40.51851851851851,2.0505444424074475,40.51851851851851,2.0505444424074475
RQ2,PD,punishment,GLM-5.1,RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log3.json,1.25,0.72,1.25,0.7216878364870323,,,nan,nan,match,3.0,1.25,0.7216878364870323,nan,nan,24.0,0.0,10.0,0.0,nan,nan,24.900000000000002,0.5196152422706624,1.0374999999999999,0.02165063509461102,1.0374999999999999,0.02165063509461102,0.0,0.0,0.03750000000000001,0.02165063509461102,1.8750000000000007,1.0825317547305509,1.8750000000000007,1.0825317547305509
RQ2,PD,punishment,GPT-5.4,RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three/data/game_log3.json,0.0,0.0,0.0,0.0,,,nan,nan,match,3.0,0.0,0.0,nan,nan,24.0,0.0,10.0,0.0,nan,nan,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RQ2,PD,punishment,Gemini-3.1-Pro-Preview,RQ2_result/prisoners_dilemma_punishment/080402_gemini-3.1-pro-preview-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080402_gemini-3.1-pro-preview-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080402_gemini-3.1-pro-preview-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080402_gemini-3.1-pro-preview-three/data/game_log3.json,9.17,4.51,9.166666666666666,4.5069390943299865,,,nan,nan,match,3.0,9.166666666666666,4.5069390943299865,nan,nan,24.0,0.0,10.0,0.0,nan,nan,30.2,3.0049958402633448,1.2583333333333335,0.12520816001097276,1.2583333333333335,0.12520816001097276,0.0,0.0,0.25833333333333336,0.12520816001097276,12.91666666666667,6.260408000548638,12.91666666666667,6.260408000548638
RQ2,PD,punishment,Claude-Opus-4-6,RQ2_result/prisoners_dilemma_punishment/080401_claude-opus-4-6-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080401_claude-opus-4-6-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080401_claude-opus-4-6-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080401_claude-opus-4-6-three/data/game_log3.json,100.0,0.0,100.0,0.0,,,nan,nan,match,3.0,100.0,0.0,nan,nan,24.0,0.0,10.0,0.0,nan,nan,72.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,0.0
RQ2,PD,punishment,Kimi-K2.6,RQ2_result/prisoners_dilemma_punishment/080404_kimi-k2.6-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080404_kimi-k2.6-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080404_kimi-k2.6-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080404_kimi-k2.6-three/data/game_log3.json,1.39,0.64,1.3888888888888886,0.6364688465216443,,,nan,nan,match,3.0,1.3888888888888886,0.6364688465216443,nan,nan,24.0,0.0,10.0,0.0,nan,nan,24.666666666666668,0.4932882862316236,1.0277777777777777,0.020553678592984365,1.0277777777777777,0.020553678592984365,0.0,0.0,0.027777777777777752,0.020553678592984365,1.3888888888888875,1.0276839296492184,1.3888888888888875,1.0276839296492184
RQ2,PD,punishment,Grok-4.3,RQ2_result/prisoners_dilemma_punishment/080405_grok-4.3-three,raw_logs,,RQ2_result/prisoners_dilemma_punishment/080405_grok-4.3-three/data/game_log1.json;RQ2_result/prisoners_dilemma_punishment/080405_grok-4.3-three/data/game_log2.json;RQ2_result/prisoners_dilemma_punishment/080405_grok-4.3-three/data/game_log3.json,36.11,3.15,36.111111111111114,3.154949081000153,,,nan,nan,match,3.0,36.111111111111114,3.154949081000153,nan,nan,24.0,0.0,10.0,0.0,nan,nan,44.86666666666667,1.5947831618540915,1.8694444444444445,0.06644929841058712,1.8694444444444445,0.06644929841058712,0.0,0.0,0.8694444444444445,0.06644929841058712,43.47222222222223,3.3224649205293546,43.47222222222223,3.3224649205293546
